index,verbatimScientificName,locality,stateProvince,decimalLatitude,decimalLongitude,eventDate,basisOfRecord,institutionCode
12454,Lepus insularis,Espiritu Santo I.,Baja California Sur,24.417058,-110.333886,1962-04-20,PRESERVED_SPECIMEN,SDNHM
12455,Lepus californicus sheldoni,Carmen I.,Baja California Sur,25.917,-111.1667,1962-04-04,PRESERVED_SPECIMEN,SDNHM
12456,Sylvilagus mansuetus,"San Jose I., NE side",Baja California Sur,25.05091,-110.66495,1964-06-27,PRESERVED_SPECIMEN,SDNHM
12457,Sylvilagus bachmani exiguus,"Sierra San Borja, San Juan Mine",Baja California,28.717,-113.8,1960-03-23,PRESERVED_SPECIMEN,SDNHM
12458,Sylvilagus mansuetus,San Jose I.,Baja California Sur,24.9737,-110.6279,1962-04-11,PRESERVED_SPECIMEN,SDNHM
12459,Sylvilagus mansuetus,"San Jose I., S end",Baja California Sur,24.8737,-110.5451,1963-05-06,PRESERVED_SPECIMEN,SDNHM
12460,Sylvilagus cunicularius,2 mi. W Tamazulapan,Oaxaca,17.693,-97.602,1957-07-23,PRESERVED_SPECIMEN,SDNHM
12461,Sylvilagus bachmani rosaphagus,"Rancho la Ramona, 8 mi. N Santa Catarina",Baja California,29.825,-115.085,1947-06-20,PRESERVED_SPECIMEN,SDNHM
12462,Lepus californicus sheldoni,Carmen I.,Baja California Sur,25.917,-111.1667,1930-06-18,PRESERVED_SPECIMEN,SDNHM
12463,Sylvilagus bachmani rosaphagus,3 mi. S El Marmol,Baja California,29.9363,-114.8103,1947-06-20,PRESERVED_SPECIMEN,SDNHM
12464,Sylvilagus audubonii confinis,"Santo Domingo, Magdalena Plain",Baja California Sur,25.488,-111.93,1941-11-19,PRESERVED_SPECIMEN,SDNHM
12465,Sylvilagus bachmani rosaphagus,"Boca La Playa, 16 mi. W Santo Tomas",Baja California,31.535,-116.658,1940-08-15,PRESERVED_SPECIMEN,SDNHM
12466,Sylvilagus bachmani peninsularis,San Jorge,Baja California Sur,25.717,-112.067,1941-11-25,PRESERVED_SPECIMEN,SDNHM
12467,Sylvilagus bachmani,San Borjas Mission,Baja California,28.744,-113.754,1941-10-14,PRESERVED_SPECIMEN,SDNHM
12468,Sylvilagus audubonii confinis,"Santo Domingo, Magdalena Plain",Baja California Sur,25.488,-111.93,1941-11-21,PRESERVED_SPECIMEN,SDNHM
12469,Sylvilagus bachmani rosaphagus,"Boca La Playa, 16 mi. W Santo Tomas",Baja California,31.535,-116.658,1940-08-15,PRESERVED_SPECIMEN,SDNHM
12470,Sylvilagus audubonii arizonae,"Gaskill's Tank, near Laguna Salada",Baja California,32.553,-115.915,1936-11-19,PRESERVED_SPECIMEN,SDNHM
12471,Sylvilagus bachmani peninsularis,San Jorge,Baja California Sur,25.717,-112.067,1941-11-24,PRESERVED_SPECIMEN,SDNHM
12472,Sylvilagus audubonii sanctidiegi,San Matias Pass,Baja California,31.3115,-115.46093,1936-03-28,PRESERVED_SPECIMEN,SDNHM
12473,Sylvilagus audubonii arizonae,Punta Peñascosa,Sonora,31.3,-113.55,1934-02-25,PRESERVED_SPECIMEN,SDNHM
12474,Lepus californicus martirensis,San Matias Pass,Baja California,31.3115,-115.46093,1936-03-27,PRESERVED_SPECIMEN,SDNHM
12475,Sylvilagus bachmani howelli,Valle de la Trinidad,Baja California,31.38,-115.72,1936-03-24,PRESERVED_SPECIMEN,SDNHM
12476,Sylvilagus audubonii arizonae,Bahia Kino,Sonora,28.82,-111.93,1935-02-22,PRESERVED_SPECIMEN,SDNHM
12477,Lepus californicus martirensis,"Los Palmitos, SE base Sierra Juarez",Baja California,31.704,-115.597,1936-11-28,PRESERVED_SPECIMEN,SDNHM
12478,Sylvilagus audubonii sanctidiegi,San Matias Pass,Baja California,31.3115,-115.46093,1936-03-27,PRESERVED_SPECIMEN,SDNHM
12479,Sylvilagus bachmani howelli,Valle de la Trinidad,Baja California,31.38,-115.72,1936-03-23,PRESERVED_SPECIMEN,SDNHM
12480,Sylvilagus audubonii sanctidiegi,Valle de la Trinidad,Baja California,31.38,-115.72,1936-03-24,PRESERVED_SPECIMEN,SDNHM
12481,Lepus californicus eremicus,Puerto Libertad,Sonora,29.909,-112.7,1935-02-05,PRESERVED_SPECIMEN,SDNHM
12482,Sylvilagus audubonii arizonae,Puerto Libertad,Sonora,29.909,-112.7,1935-01-31,PRESERVED_SPECIMEN,SDNHM
12483,Sylvilagus audubonii sanctidiegi,Valle de la Trinidad,Baja California,31.38,-115.72,1936-03-23,PRESERVED_SPECIMEN,SDNHM
12484,Sylvilagus audubonii arizonae,Punta Peñascosa,Sonora,31.3,-113.55,1934-02-24,PRESERVED_SPECIMEN,SDNHM
12485,Sylvilagus audubonii sanctidiegi,Valle de la Trinidad,Baja California,31.38,-115.72,1936-03-23,PRESERVED_SPECIMEN,SDNHM
12486,Sylvilagus audubonii arizonae,Punta Peñascosa,Sonora,31.3,-113.55,1934-02-24,PRESERVED_SPECIMEN,SDNHM
12487,Sylvilagus audubonii arizonae,Punta Peñascosa,Sonora,31.3,-113.55,1934-02-21,PRESERVED_SPECIMEN,SDNHM
12488,Sylvilagus audubonii sanctidiegi,San Matias Pass,Baja California,31.3115,-115.46093,1936-03-27,PRESERVED_SPECIMEN,SDNHM
12489,Sylvilagus audubonii arizonae,Punta Peñascosa,Sonora,31.3,-113.55,1934-02-24,PRESERVED_SPECIMEN,SDNHM
12490,Sylvilagus bachmani cerrosensis,Cedros I. S. end,Baja California,28.03,-115.23,1931-08-07,PRESERVED_SPECIMEN,SDNHM
12491,Lepus californicus martirensis,25 mi. N Punta Prieta,Baja California,29.283,-114.157,1930-10-28,PRESERVED_SPECIMEN,SDNHM
12492,Lepus californicus martirensis,25 mi. N Punta Prieta,Baja California,29.283,-114.157,1930-10-25,PRESERVED_SPECIMEN,SDNHM
12493,Lepus californicus martirensis,25 mi. N Punta Prieta,Baja California,29.283,-114.157,1930-10-26,PRESERVED_SPECIMEN,SDNHM
12494,Lepus californicus martirensis,25 mi. N Punta Prieta,Baja California,29.283,-114.157,1930-10-28,PRESERVED_SPECIMEN,SDNHM
12495,Sylvilagus bachmani howelli,10 mi. SE Alamo,Baja California,31.51,-115.96,1926-12-10,PRESERVED_SPECIMEN,SDNHM
12496,Lepus californicus bennettii,Sangre de Cristo,Baja California,31.873,-116.145,1927-06-20,PRESERVED_SPECIMEN,SDNHM
12497,Lepus alleni alleni,10 mi. SW Sasabe,Sonora,31.426,-111.68,1928-01-15,PRESERVED_SPECIMEN,SDNHM
12498,Sylvilagus audubonii sanctidiegi,10 mi. SE Alamo,Baja California,31.51,-115.96,1926-12-09,PRESERVED_SPECIMEN,SDNHM
12499,Sylvilagus bachmani exiguus,7 mi. S Cataviña,Baja California,29.665,-114.652,1928-02-06,PRESERVED_SPECIMEN,SDNHM
12500,Sylvilagus audubonii confinis,Campo Los Angeles,Baja California Sur,27.467,-113.316,1928-04-03,PRESERVED_SPECIMEN,SDNHM
12501,Sylvilagus audubonii confinis,Campo Los Angeles,Baja California Sur,27.467,-113.316,1928-04-02,PRESERVED_SPECIMEN,SDNHM
12502,Sylvilagus audubonii sanctidiegi,Sangre de Cristo,Baja California,31.873,-116.145,1927-06-20,PRESERVED_SPECIMEN,SDNHM
12503,Sylvilagus audubonii sanctidiegi,Sangre de Cristo,Baja California,31.873,-116.145,1927-06-20,PRESERVED_SPECIMEN,SDNHM
12504,Sylvilagus bachmani exiguus,Punta Prieta,Baja California,28.93,-114.16,1928-02-20,PRESERVED_SPECIMEN,SDNHM
12505,Sylvilagus bachmani howelli,10 mi. SE Alamo,Baja California,31.51,-115.96,1926-11-30,PRESERVED_SPECIMEN,SDNHM
12506,Sylvilagus audubonii confinis,8 mi. S Punta Prieta,Baja California,28.831,-114.109,1928-02-10,PRESERVED_SPECIMEN,SDNHM
12507,Lepus alleni alleni,10 mi. SW Sasabe,Sonora,31.426,-111.68,1928-01-15,PRESERVED_SPECIMEN,SDNHM
12508,Sylvilagus audubonii confinis,Mesquital,Baja California,28.24641,-113.8075,1928-04-18,PRESERVED_SPECIMEN,SDNHM
12509,Sylvilagus bachmani exiguus,Punta Prieta,Baja California,28.93,-114.16,1928-02-08,PRESERVED_SPECIMEN,SDNHM
12510,Lepus californicus martirensis,Punta Prieta,Baja California,28.93,-114.16,1928-02-20,PRESERVED_SPECIMEN,SDNHM
12511,Sylvilagus bachmani howelli,10 mi. SE Alamo,Baja California,31.51,-115.96,1926-12-10,PRESERVED_SPECIMEN,SDNHM
12512,Sylvilagus bachmani rosaphagus,San Quintin,Baja California,30.56,-115.943,1925-06-10,PRESERVED_SPECIMEN,SDNHM
12513,Sylvilagus bachmani howelli,10 mi. SE Alamo,Baja California,31.51,-115.96,1926-11-29,PRESERVED_SPECIMEN,SDNHM
12514,Sylvilagus bachmani howelli,Valle de la Trinidad,Baja California,31.38,-115.72,1927-07-16,PRESERVED_SPECIMEN,SDNHM
12515,Lepus californicus bennettii,Sangre de Cristo,Baja California,31.873,-116.145,1927-06-19,PRESERVED_SPECIMEN,SDNHM
12516,Sylvilagus audubonii confinis,Punta Prieta,Baja California,28.93,-114.16,1928-02-10,PRESERVED_SPECIMEN,SDNHM
12517,Sylvilagus bachmani exiguus,7 mi. S Cataviña,Baja California,29.665,-114.652,1928-02-06,PRESERVED_SPECIMEN,SDNHM
12518,Sylvilagus bachmani exiguus,7 mi. S Cataviña,Baja California,29.665,-114.652,1928-02-06,PRESERVED_SPECIMEN,SDNHM
12519,Sylvilagus bachmani howelli,10 mi. SE Alamo,Baja California,31.51,-115.96,1926-11-29,PRESERVED_SPECIMEN,SDNHM
12520,Lepus californicus martirensis,Valle de la Trinidad,Baja California,31.38,-115.72,1927-07-06,PRESERVED_SPECIMEN,SDNHM
12521,Sylvilagus bachmani exiguus,7 mi. S Cataviña,Baja California,29.665,-114.652,1928-02-05,PRESERVED_SPECIMEN,SDNHM
12522,Sylvilagus bachmani howelli,Ojos Negros,Baja California,31.9115,-116.2721,1927-06-10,PRESERVED_SPECIMEN,SDNHM
12523,Sylvilagus bachmani howelli,Ojos Negros,Baja California,31.9115,-116.2721,1927-06-11,PRESERVED_SPECIMEN,SDNHM
12524,Sylvilagus bachmani howelli,10 mi. SE Alamo,Baja California,31.51,-115.96,1926-12-08,PRESERVED_SPECIMEN,SDNHM
12525,Sylvilagus bachmani howelli,10 mi. SE Alamo,Baja California,31.51,-115.96,1926-12-01,PRESERVED_SPECIMEN,SDNHM
12526,Lepus californicus deserticola,San Felipe,Baja California,31.025,-114.841,1926-04-18,PRESERVED_SPECIMEN,SDNHM
12527,Sylvilagus bachmani howelli,10 mi. SE Alamo,Baja California,31.51,-115.96,1926-11-29,PRESERVED_SPECIMEN,SDNHM
12528,Sylvilagus bachmani howelli,10 mi. SE Alamo,Baja California,31.51,-115.96,1926-11-25,PRESERVED_SPECIMEN,SDNHM
12529,Sylvilagus bachmani howelli,10 mi. SE Alamo,Baja California,31.51,-115.96,1926-11-25,PRESERVED_SPECIMEN,SDNHM
12530,Sylvilagus bachmani rosaphagus,Santo Domingo,Baja California,30.771,-115.936,1925-05-28,PRESERVED_SPECIMEN,SDNHM
12531,Sylvilagus bachmani howelli,10 mi. SE Alamo,Baja California,31.51,-115.96,1926-12-01,PRESERVED_SPECIMEN,SDNHM
12532,Sylvilagus bachmani howelli,10 mi. SE Alamo,Baja California,31.51,-115.96,1926-12-02,PRESERVED_SPECIMEN,SDNHM
12533,Lepus californicus deserticola,San Felipe,Baja California,31.025,-114.841,1926-04-06,PRESERVED_SPECIMEN,SDNHM
12534,Sylvilagus bachmani howelli,"Sierra Juarez, Laguna Hanson",Baja California,32.05,-115.9,1926-11-15,PRESERVED_SPECIMEN,SDNHM
12535,Lepus californicus martirensis,Santo Domingo,Baja California,30.771,-115.936,1925-06-05,PRESERVED_SPECIMEN,SDNHM
12536,Sylvilagus bachmani howelli,10 mi. SE Alamo,Baja California,31.51,-115.96,1926-11-28,PRESERVED_SPECIMEN,SDNHM
12537,Lepus californicus deserticola,San Felipe,Baja California,31.025,-114.841,1926-04-06,PRESERVED_SPECIMEN,SDNHM
12538,Sylvilagus bachmani howelli,3 mi. NW Neji,Baja California,32.585,-116.636,1924-06-28,PRESERVED_SPECIMEN,SDNHM
12539,Sylvilagus bachmani rosaphagus,2 mi. W Santo Domingo,Baja California,30.753,-115.96,1925-06-02,PRESERVED_SPECIMEN,SDNHM
12540,Sylvilagus bachmani rosaphagus,Canyon San Juan de Dios mouth,Baja California,30.14,-115.57,1925-05-04,PRESERVED_SPECIMEN,SDNHM
12541,Sylvilagus bachmani rosaphagus,Santo Domingo,Baja California,30.771,-115.936,1925-05-30,PRESERVED_SPECIMEN,SDNHM
12542,Sylvilagus bachmani cerrosensis,Cedros I.,Baja California,28.167,-115.25,1922-08-06,PRESERVED_SPECIMEN,SDNHM
12543,Lepus californicus bennettii,San Quintin,Baja California,30.56,-115.943,1922-07-20,PRESERVED_SPECIMEN,SDNHM
12544,Lepus californicus magdalenae,Margarita I.,Baja California Sur,24.417,-111.833,1922-07-28,PRESERVED_SPECIMEN,SDNHM
12545,Lepus californicus magdalenae,Margarita I.,Baja California Sur,24.417,-111.833,1922-07-29,PRESERVED_SPECIMEN,SDNHM
12546,Sylvilagus bachmani cerrosensis,Cedros I.,Baja California,28.167,-115.25,1922-08-04,PRESERVED_SPECIMEN,SDNHM
12547,Sylvilagus bachmani cinerascens,15 mi. E Tijuana,Baja California,32.5437,-116.7826,1903-03-25,PRESERVED_SPECIMEN,SDNHM
12548,Lepus californicus,,Sonora,29.973822,-109.752641,2017-11-11,HUMAN_OBSERVATION,iNaturalist
12549,Lepus californicus,,Guanajuato,20.900167,-100.778053,2014-02-02,HUMAN_OBSERVATION,iNaturalist
12550,Sylvilagus audubonii,,Chihuahua,28.797253,-105.783931,2019-08-12,HUMAN_OBSERVATION,iNaturalist
12551,Sylvilagus floridanus,,Tamaulipas,24.644773,-99.353862,2019-08-12,HUMAN_OBSERVATION,iNaturalist
12552,Sylvilagus gabbi,,Chiapas,17.554865,-91.971364,2019-08-21,HUMAN_OBSERVATION,iNaturalist
12553,Lepus californicus,,Baja California Sur,23.455589,-110.248336,2019-08-18,HUMAN_OBSERVATION,iNaturalist
12554,Lepus californicus,,Chihuahua,30.824932,-108.525735,2005-04-14,HUMAN_OBSERVATION,iNaturalist
12555,Lepus californicus,,Coahuila,25.698836,-102.150902,2019-03-13,HUMAN_OBSERVATION,iNaturalist
12556,Lepus californicus,,Chihuahua,31.398497,-106.497812,2017-06-20,HUMAN_OBSERVATION,iNaturalist
12557,Lepus californicus,,Chihuahua,31.348686,-106.577053,2017-07-24,HUMAN_OBSERVATION,iNaturalist
12558,Lepus californicus,,Chihuahua,31.293807,-106.512274,2017-06-24,HUMAN_OBSERVATION,iNaturalist
12559,Lepus californicus,,Chihuahua,31.25632,-106.491267,2017-06-22,HUMAN_OBSERVATION,iNaturalist
12560,Lepus californicus,,Chihuahua,31.204804,-106.558906,2017-07-25,HUMAN_OBSERVATION,iNaturalist
12561,Lepus californicus,,Chihuahua,30.158731,-106.54425,2018-07-30,HUMAN_OBSERVATION,iNaturalist
12562,Lepus alleni,,Sinaloa,23.299,-106.443,2019-08-15,HUMAN_OBSERVATION,iNaturalist
12563,Sylvilagus cunicularius,,Oaxaca,15.724221,-96.162481,2019-08-10,HUMAN_OBSERVATION,iNaturalist
12564,Sylvilagus cunicularius,,Oaxaca,15.724535,-96.162028,2019-08-10,HUMAN_OBSERVATION,iNaturalist
12565,Sylvilagus cunicularius,,Oaxaca,15.724479,-96.162096,2019-08-10,HUMAN_OBSERVATION,iNaturalist
12566,Sylvilagus holzneri,,Durango,23.836431,-105.320635,2019-08-09,HUMAN_OBSERVATION,iNaturalist
12567,Sylvilagus audubonii,,Sonora,27.379535,-109.800894,2019-08-06,HUMAN_OBSERVATION,iNaturalist
12568,Sylvilagus floridanus,,Ciudad de México,19.334991,-98.978007,2019-08-07,HUMAN_OBSERVATION,iNaturalist
12569,Lepus californicus,,Coahuila,29.448745,-101.113432,2019-08-04,HUMAN_OBSERVATION,iNaturalist
12570,Lepus alleni,,Sinaloa,23.299,-106.443,2019-08-05,HUMAN_OBSERVATION,iNaturalist
12571,Lepus alleni,,Sinaloa,23.299062,-106.441857,2019-07-05,HUMAN_OBSERVATION,iNaturalist
12572,Lepus alleni,,Sinaloa,23.642624,-106.374324,2019-06-15,HUMAN_OBSERVATION,iNaturalist
12573,Sylvilagus floridanus,,Guanajuato,21.365615,-100.392758,2017-05-31,HUMAN_OBSERVATION,iNaturalist
12574,Sylvilagus floridanus,,Guanajuato,21.327882,-100.427133,2017-05-31,HUMAN_OBSERVATION,iNaturalist
12575,Sylvilagus floridanus,,México,19.368885,-99.736506,2019-06-12,HUMAN_OBSERVATION,iNaturalist
12576,Sylvilagus floridanus,,México,19.368885,-99.736506,2019-06-09,HUMAN_OBSERVATION,iNaturalist
12577,Lepus californicus,,Baja California,30.980737,-116.324958,2019-08-04,HUMAN_OBSERVATION,iNaturalist
12578,Lepus alleni,,Sonora,29.12759,-111.049886,2019-08-02,HUMAN_OBSERVATION,iNaturalist
12579,Lepus californicus,,Chihuahua,29.200868,-108.161808,2019-08-02,HUMAN_OBSERVATION,iNaturalist
12580,Sylvilagus floridanus,,Coahuila,25.361213,-100.934395,2019-08-01,HUMAN_OBSERVATION,iNaturalist
12581,Sylvilagus audubonii,,Durango,24.648223,-104.651031,2019-07-21,HUMAN_OBSERVATION,iNaturalist
12582,Lepus callotis,,Durango,24.654099,-104.786915,2019-07-21,HUMAN_OBSERVATION,iNaturalist
12583,Lepus callotis,,Durango,24.666736,-104.907697,2019-07-21,HUMAN_OBSERVATION,iNaturalist
12584,Lepus californicus,,Querétaro,20.753666,-99.944723,2019-07-26,HUMAN_OBSERVATION,iNaturalist
12585,Sylvilagus floridanus,,Nuevo León,24.882868,-100.189642,2019-07-18,HUMAN_OBSERVATION,iNaturalist
12586,Sylvilagus floridanus,,Nuevo León,24.885213,-100.190438,2019-07-18,HUMAN_OBSERVATION,iNaturalist
12587,Sylvilagus floridanus,,San Luis Potosí,22.016411,-99.033848,2017-09-04,HUMAN_OBSERVATION,iNaturalist
12588,Sylvilagus audubonii,,Coahuila,27.039789,-102.132492,2019-07-26,HUMAN_OBSERVATION,iNaturalist
12589,Sylvilagus floridanus,,Jalisco,19.947671,-103.760778,2000-07-18,HUMAN_OBSERVATION,iNaturalist
12590,Sylvilagus floridanus,,Jalisco,19.947671,-103.760778,2000-07-18,HUMAN_OBSERVATION,iNaturalist
12591,Lepus alleni,,Sonora,28.831114,-110.588889,2019-07-25,HUMAN_OBSERVATION,iNaturalist
12592,Lepus alleni,,Sonora,26.638557,-109.266554,2018-07-19,HUMAN_OBSERVATION,iNaturalist
12593,Sylvilagus audubonii,,Durango,26.69089,-103.745609,2019-05-05,HUMAN_OBSERVATION,iNaturalist
12594,Lepus californicus,,Durango,26.69089,-103.745609,2019-05-05,HUMAN_OBSERVATION,iNaturalist
12595,Lepus californicus,,Baja California,28.729433,-113.746939,2019-07-18,HUMAN_OBSERVATION,iNaturalist
12596,Lepus californicus,,Baja California,30.98465,-115.738143,2019-07-19,HUMAN_OBSERVATION,iNaturalist
12597,Lepus californicus,,Baja California,28.638556,-113.934712,2019-07-18,HUMAN_OBSERVATION,iNaturalist
12598,Sylvilagus audubonii,,Baja California,30.978675,-115.72544,2019-07-19,HUMAN_OBSERVATION,iNaturalist
12599,Sylvilagus holzneri,,Chihuahua,28.028501,-108.299103,2019-07-15,HUMAN_OBSERVATION,iNaturalist
12600,Sylvilagus audubonii,,Sonora,27.276449,-110.055692,2019-07-13,HUMAN_OBSERVATION,iNaturalist
12601,Lepus alleni,,Sonora,29.247136,-110.618448,2019-07-21,HUMAN_OBSERVATION,iNaturalist
12602,Lepus alleni,,Sinaloa,23.299,-106.443,2019-07-12,HUMAN_OBSERVATION,iNaturalist
12603,Lepus alleni,,Sinaloa,23.299,-106.443,2019-07-03,HUMAN_OBSERVATION,iNaturalist
12604,Sylvilagus floridanus,,Tamaulipas,23.726628,-99.122551,2019-07-17,HUMAN_OBSERVATION,iNaturalist
12605,Sylvilagus audubonii,,Coahuila,25.371744,-100.805289,2019-07-16,HUMAN_OBSERVATION,iNaturalist
12606,Sylvilagus floridanus,,Oaxaca,15.724208,-96.162277,2019-07-11,HUMAN_OBSERVATION,iNaturalist
12607,Lepus californicus,,Querétaro,20.68005,-99.800298,2019-07-10,HUMAN_OBSERVATION,iNaturalist
12608,Sylvilagus cunicularius,,Nayarit,21.478859,-104.858672,2019-03-31,HUMAN_OBSERVATION,iNaturalist
12609,Lepus californicus,,Baja California,32.178638,-116.161828,2019-07-07,HUMAN_OBSERVATION,iNaturalist
12610,Lepus californicus,,Tamaulipas,23.01176,-99.124432,2019-07-02,HUMAN_OBSERVATION,iNaturalist
12611,Lepus californicus,,Coahuila,25.79215,-103.016472,2019-07-07,HUMAN_OBSERVATION,iNaturalist
12612,Lepus californicus,,Coahuila,25.411053,-101.511592,2019-07-06,HUMAN_OBSERVATION,iNaturalist
12613,Lepus alleni,,Sonora,30.856086,-110.665675,2019-06-30,HUMAN_OBSERVATION,iNaturalist
12614,Sylvilagus audubonii,,Chihuahua,31.070442,-108.357441,2019-07-06,HUMAN_OBSERVATION,iNaturalist
12615,Sylvilagus floridanus,,Nuevo León,26.510751,-100.612915,2019-07-03,HUMAN_OBSERVATION,iNaturalist
12616,Lepus californicus,,Nuevo León,26.50635,-100.612583,2019-07-03,HUMAN_OBSERVATION,iNaturalist
12617,Sylvilagus floridanus,,Nuevo León,26.627998,-100.508032,2019-07-02,HUMAN_OBSERVATION,iNaturalist
12618,Lepus alleni,,Sinaloa,23.299,-106.443,2019-07-01,HUMAN_OBSERVATION,iNaturalist
12619,Lepus californicus,,Chihuahua,31.127439,-108.115953,2019-06-29,HUMAN_OBSERVATION,iNaturalist
12620,Sylvilagus floridanus,,Hidalgo,20.049071,-98.738378,2019-06-26,HUMAN_OBSERVATION,iNaturalist
12621,Sylvilagus floridanus,,Morelos,19.109554,-99.250731,2019-06-28,HUMAN_OBSERVATION,iNaturalist
12622,Lepus californicus,,Baja California,31.000327,-115.557058,2019-05-20,HUMAN_OBSERVATION,iNaturalist
12623,Lepus californicus,,Aguascalientes,21.921799,-102.258254,2019-06-21,HUMAN_OBSERVATION,iNaturalist
12624,Lepus alleni,,Sinaloa,23.351024,-106.376975,2019-04-26,HUMAN_OBSERVATION,iNaturalist
12625,Sylvilagus audubonii,,Aguascalientes,21.920735,-102.258368,2018-08-11,HUMAN_OBSERVATION,iNaturalist
12626,Sylvilagus floridanus,,Guanajuato,21.14876,-100.943061,2019-06-25,HUMAN_OBSERVATION,iNaturalist
12627,Sylvilagus floridanus,,Nuevo León,25.595617,-100.182136,2019-06-13,HUMAN_OBSERVATION,iNaturalist
12628,Sylvilagus floridanus,,Michoacán,19.651453,-101.202089,2019-06-26,HUMAN_OBSERVATION,iNaturalist
12629,Sylvilagus floridanus,,Jalisco,20.687841,-102.750219,2019-06-22,HUMAN_OBSERVATION,iNaturalist
12630,Lepus californicus,,Chihuahua,31.08285,-108.313963,2019-06-24,HUMAN_OBSERVATION,iNaturalist
12631,Lepus californicus,,Baja California,32.39706,-115.314054,2019-06-03,HUMAN_OBSERVATION,iNaturalist
12632,Sylvilagus bachmani,,Baja California,32.547775,-116.094666,2019-06-06,HUMAN_OBSERVATION,iNaturalist
12633,Sylvilagus audubonii,,Baja California,32.39067,-115.200175,2019-06-05,HUMAN_OBSERVATION,iNaturalist
12634,Sylvilagus audubonii,,Nuevo León,25.341225,-100.012016,2019-06-22,HUMAN_OBSERVATION,iNaturalist
12635,Sylvilagus cunicularius,,Ciudad de México,19.240755,-99.311722,2019-06-23,HUMAN_OBSERVATION,iNaturalist
12636,Sylvilagus cunicularius,,Oaxaca,15.776331,-96.15878,2019-06-09,HUMAN_OBSERVATION,iNaturalist
12637,Sylvilagus floridanus,,Nuevo León,26.562935,-100.509814,2019-06-19,HUMAN_OBSERVATION,iNaturalist
12638,Sylvilagus cunicularius,,Nayarit,21.491468,-104.86028,2019-05-19,HUMAN_OBSERVATION,iNaturalist
12639,Sylvilagus floridanus,,Coahuila,25.368365,-100.936277,2017-06-14,HUMAN_OBSERVATION,iNaturalist
12640,Sylvilagus cunicularius,,Ciudad de México,19.172994,-99.269355,2019-06-15,HUMAN_OBSERVATION,iNaturalist
12641,Sylvilagus graysoni,,Nayarit,21.625917,-106.611191,2019-06-06,HUMAN_OBSERVATION,iNaturalist
12642,Lepus californicus,,Chihuahua,28.251075,-105.498588,2019-04-09,HUMAN_OBSERVATION,iNaturalist
12643,Sylvilagus audubonii,,México,20.027208,-99.150548,2019-06-08,HUMAN_OBSERVATION,iNaturalist
12644,Sylvilagus floridanus connectens,1 MI W TULANCINGO,Hidalgo,20.0878097,-98.3940794,1958-04-28,PRESERVED_SPECIMEN,MMNH
12646,Lepus californicus texianus,37 MI N CHIHUAHUA CITY,Chihuahua,29.084531,-106.3389877,1958-06-08,PRESERVED_SPECIMEN,MMNH
12647,Sylvilagus brasiliensis truei,"RANCHO DEL CIELO, GOMEZ FARIAS",Tamaulipas,23.0998973,-99.1920624,1953-06-20,PRESERVED_SPECIMEN,MMNH
12650,Sylvilagus floridanus orizabae,5 MI E ZIMAPAN,Hidalgo,20.7374975,-99.1637769,1957-06-28,PRESERVED_SPECIMEN,MMNH
12651,Sylvilagus floridanus restrictus,9 MI S ZACOALCO VIA RD.,Jalisco,20.1208491,-103.5454367,1956-07-21,PRESERVED_SPECIMEN,MMNH
12652,Sylvilagus floridanus connectens,PARAJE NUEVO,Veracruz,18.875,-96.863889,1956-08-12,PRESERVED_SPECIMEN,MMNH
12654,Sylvilagus cunicularius cunicularius,"5 KM W PASO DE CORTEZ, EDO DE MEXICO",México,19.0836915,-98.6834248,1956-09-17,PRESERVED_SPECIMEN,MMNH
12656,Sylvilagus floridanus chapmani,"1 1/2 MI W, HWY 85, 610 KM, RIO SABINAS AT PANO AYUCTLE",Tamaulipas,23.018513,-99.1101161,1954-04-18,PRESERVED_SPECIMEN,MMNH
12659,Sylvilagus audubonii,,Sonora,31.131024,-109.244908,2019-06-09,HUMAN_OBSERVATION,iNaturalist
12660,Lepus californicus,,Baja California Sur,22.93664,-109.81366,2019-06-04,HUMAN_OBSERVATION,iNaturalist
